payment_id,case_id,county_code,county,payment_date,payment_type,amount,obligation_id
P0000753,C00131,003,Orange,2026-07-03,CURRENT,271.35,O0000392
P0000754,C00131,003,Orange,2026-07-10,CURRENT,266.84,O0000392
P0000755,C00131,003,Orange,2026-08-26,CURRENT,588.68,O0000393
P0000756,C00132,004,Johnston,2026-06-08,CURRENT,506.64,O0000394
P0000757,C00132,004,Johnston,2026-07-14,CURRENT,491.28,O0000395
P0000758,C00132,004,Johnston,2026-08-18,CURRENT,347.96,O0000396
P0000759,C00132,004,Johnston,2026-08-12,CURRENT,143.86,O0000396
P0000760,C00133,005,Chatham,2026-06-23,CURRENT,329.9,O0000397
P0000761,C00133,005,Chatham,2026-06-12,ARREARS,75.0,
P0000762,C00133,005,Chatham,2026-07-16,CURRENT,22.5,O0000398
P0000763,C00133,005,Chatham,2026-07-21,CURRENT,40.04,O0000398
P0000764,C00133,005,Chatham,2026-07-10,CURRENT,212.88,O0000398
P0000765,C00133,005,Chatham,2026-07-09,ARREARS,75.0,
P0000766,C00133,005,Chatham,2026-08-28,CURRENT,195.62,O0000399
P0000767,C00133,005,Chatham,2026-08-01,CURRENT,14.25,O0000399
P0000768,C00133,005,Chatham,2026-08-14,CURRENT,95.39,O0000399
P0000769,C00134,006,Alamance,2026-06-13,CURRENT,20.22,O0000400
P0000770,C00134,006,Alamance,2026-06-19,CURRENT,191.86,O0000400
P0000771,C00134,006,Alamance,2026-06-12,CURRENT,69.08,O0000400
P0000772,C00134,006,Alamance,2026-07-19,CURRENT,306.99,O0000401
P0000773,C00134,006,Alamance,2026-08-18,CURRENT,281.74,O0000402
P0000774,C00134,006,Alamance,2026-08-13,ARREARS,75.0,
P0000775,C00135,007,Cumberland,2026-06-20,CURRENT,179.54,O0000403
P0000776,C00135,007,Cumberland,2026-06-18,CURRENT,185.05,O0000403
P0000777,C00135,007,Cumberland,2026-06-14,CURRENT,145.01,O0000403
P0000778,C00135,007,Cumberland,2026-07-06,CURRENT,108.5,O0000404
P0000779,C00135,007,Cumberland,2026-07-09,CURRENT,438.22,O0000404
P0000780,C00135,007,Cumberland,2026-08-14,CURRENT,250.68,O0000405
P0000781,C00135,007,Cumberland,2026-08-01,CURRENT,329.7,O0000405
P0000782,C00136,008,Guilford,2026-06-04,CURRENT,95.18,O0000406
P0000783,C00136,008,Guilford,2026-06-03,CURRENT,250.63,O0000406
P0000784,C00136,008,Guilford,2026-06-08,CURRENT,35.27,O0000406
P0000785,C00136,008,Guilford,2026-07-07,CURRENT,442.73,O0000407
P0000786,C00136,008,Guilford,2026-08-13,CURRENT,454.45,O0000408
P0000787,C00137,001,Wake,2026-06-04,CURRENT,87.46,O0000409
P0000788,C00137,001,Wake,2026-06-28,CURRENT,254.4,O0000409
P0000789,C00137,001,Wake,2026-06-25,CURRENT,173.1,O0000409
P0000790,C00137,001,Wake,2026-07-07,CURRENT,331.16,O0000410
P0000791,C00137,001,Wake,2026-07-22,CURRENT,18.48,O0000410
P0000792,C00137,001,Wake,2026-07-16,CURRENT,190.11,O0000410
P0000793,C00137,001,Wake,2026-07-01,ARREARS,75.0,
P0000794,C00137,001,Wake,2026-08-03,CURRENT,372.4,O0000411
P0000795,C00137,001,Wake,2026-08-01,CURRENT,179.7,O0000411
P0000796,C00138,002,Durham,2026-06-08,CURRENT,399.86,O0000412
P0000797,C00138,002,Durham,2026-06-25,ARREARS,150.0,
P0000798,C00138,002,Durham,2026-07-06,CURRENT,439.58,O0000413
P0000799,C00138,002,Durham,2026-08-09,CURRENT,299.99,O0000414
P0000800,C00138,002,Durham,2026-08-11,CURRENT,107.91,O0000414
P0000801,C00139,003,Orange,2026-06-11,CURRENT,425.31,O0000415
P0000802,C00139,003,Orange,2026-07-06,CURRENT,222.21,O0000416
P0000803,C00139,003,Orange,2026-07-07,CURRENT,203.79,O0000416
P0000804,C00139,003,Orange,2026-08-10,CURRENT,358.54,O0000417
P0000805,C00139,003,Orange,2026-08-17,CURRENT,32.9,O0000417
P0000806,C00140,004,Johnston,2026-06-19,CURRENT,185.92,O0000418
P0000807,C00140,004,Johnston,2026-06-07,CURRENT,100.57,O0000418
P0000808,C00140,004,Johnston,2026-06-01,CURRENT,141.62,O0000418
P0000809,C00140,004,Johnston,2026-07-26,CURRENT,91.46,O0000419
P0000810,C00140,004,Johnston,2026-07-17,CURRENT,324.89,O0000419
P0000811,C00140,004,Johnston,2026-08-18,CURRENT,5.32,O0000420
P0000812,C00140,004,Johnston,2026-08-07,CURRENT,0.18,O0000420
P0000813,C00140,004,Johnston,2026-08-22,CURRENT,365.39,O0000420
P0000814,C00141,005,Chatham,2026-06-05,CURRENT,260.91,O0000421
P0000815,C00141,005,Chatham,2026-06-18,CURRENT,45.27,O0000421
P0000816,C00141,005,Chatham,2026-07-21,CURRENT,326.77,O0000422
P0000817,C00141,005,Chatham,2026-08-15,CURRENT,319.76,O0000423
P0000818,C00142,006,Alamance,2026-06-21,CURRENT,104.15,O0000424
P0000819,C00142,006,Alamance,2026-06-23,CURRENT,359.17,O0000424
P0000820,C00142,006,Alamance,2026-06-03,CURRENT,9.0,O0000424
P0000821,C00142,006,Alamance,2026-07-05,CURRENT,407.99,O0000425
P0000822,C00142,006,Alamance,2026-08-18,CURRENT,441.47,O0000426
P0000823,C00142,006,Alamance,2026-08-08,ARREARS,150.0,
P0000824,C00143,007,Cumberland,2026-06-04,CURRENT,140.11,O0000427
P0000825,C00143,007,Cumberland,2026-06-06,CURRENT,476.18,O0000427
P0000826,C00143,007,Cumberland,2026-07-11,CURRENT,293.57,O0000428
P0000827,C00143,007,Cumberland,2026-07-07,CURRENT,254.87,O0000428
P0000828,C00143,007,Cumberland,2026-08-08,CURRENT,325.92,O0000429
P0000829,C00143,007,Cumberland,2026-08-15,CURRENT,286.47,O0000429
P0000830,C00144,008,Guilford,2026-06-05,CURRENT,320.4,O0000430
P0000831,C00144,008,Guilford,2026-07-11,CURRENT,343.34,O0000431
P0000832,C00144,008,Guilford,2026-08-16,CURRENT,70.35,O0000432
P0000833,C00144,008,Guilford,2026-08-27,CURRENT,284.01,O0000432
P0000834,C00145,001,Wake,2026-06-12,CURRENT,398.99,O0000433
P0000835,C00145,001,Wake,2026-07-06,CURRENT,400.53,O0000434
P0000836,C00145,001,Wake,2026-08-25,CURRENT,406.99,O0000435
P0000837,C00146,002,Durham,2026-06-12,CURRENT,571.38,O0000436
P0000838,C00146,002,Durham,2026-07-03,CURRENT,194.61,O0000437
P0000839,C00146,002,Durham,2026-07-26,CURRENT,49.07,O0000437
P0000840,C00146,002,Durham,2026-07-03,CURRENT,352.25,O0000437
P0000841,C00146,002,Durham,2026-08-22,CURRENT,649.3,O0000438
P0000842,C00147,003,Orange,2026-06-08,CURRENT,388.8,O0000439
P0000843,C00147,003,Orange,2026-06-22,CURRENT,32.43,O0000439
P0000844,C00147,003,Orange,2026-06-28,CURRENT,173.79,O0000439
P0000845,C00147,003,Orange,2026-07-17,CURRENT,581.63,O0000440
P0000846,C00147,003,Orange,2026-08-15,CURRENT,532.94,O0000441
P0000847,C00147,003,Orange,2026-08-28,CURRENT,89.31,O0000441
P0000848,C00148,004,Johnston,2026-06-03,CURRENT,243.62,O0000442
P0000849,C00148,004,Johnston,2026-06-11,CURRENT,37.87,O0000442
P0000850,C00148,004,Johnston,2026-06-23,CURRENT,161.47,O0000442
P0000851,C00148,004,Johnston,2026-06-22,ARREARS,150.0,
P0000852,C00148,004,Johnston,2026-07-11,CURRENT,57.78,O0000443
P0000853,C00148,004,Johnston,2026-07-07,CURRENT,148.57,O0000443
P0000854,C00148,004,Johnston,2026-07-05,CURRENT,227.59,O0000443
P0000855,C00148,004,Johnston,2026-08-10,CURRENT,416.43,O0000444
P0000856,C00149,005,Chatham,2026-06-16,CURRENT,387.16,O0000445
P0000857,C00149,005,Chatham,2026-06-28,CURRENT,77.32,O0000445
P0000858,C00149,005,Chatham,2026-07-14,CURRENT,296.35,O0000446
P0000859,C00149,005,Chatham,2026-07-20,CURRENT,112.68,O0000446
P0000860,C00149,005,Chatham,2026-08-08,CURRENT,101.7,O0000447
P0000861,C00149,005,Chatham,2026-08-02,CURRENT,396.41,O0000447
P0000862,C00150,006,Alamance,2026-06-05,CURRENT,515.43,O0000448
P0000863,C00150,006,Alamance,2026-07-13,CURRENT,569.4,O0000449
P0000864,C00150,006,Alamance,2026-08-15,CURRENT,531.63,O0000450
P0000865,C00151,007,Cumberland,2026-06-12,CURRENT,506.91,O0000451
P0000866,C00151,007,Cumberland,2026-07-16,CURRENT,447.86,O0000452
P0000867,C00151,007,Cumberland,2026-08-25,CURRENT,443.09,O0000453
P0000868,C00151,007,Cumberland,2026-08-10,ARREARS,150.0,
P0000869,C00152,008,Guilford,2026-06-11,CURRENT,305.33,O0000454
P0000870,C00152,008,Guilford,2026-07-15,CURRENT,290.71,O0000455
P0000871,C00152,008,Guilford,2026-08-02,CURRENT,296.52,O0000456
P0000872,C00153,001,Wake,2026-06-28,CURRENT,37.19,O0000457
P0000873,C00153,001,Wake,2026-06-13,CURRENT,192.56,O0000457
P0000874,C00153,001,Wake,2026-06-13,CURRENT,386.82,O0000457
P0000875,C00153,001,Wake,2026-07-09,CURRENT,569.93,O0000458
P0000876,C00153,001,Wake,2026-07-22,ARREARS,100.0,
P0000877,C00153,001,Wake,2026-08-17,CURRENT,444.0,O0000459
P0000878,C00153,001,Wake,2026-08-06,CURRENT,108.03,O0000459
P0000879,C00153,001,Wake,2026-08-19,ARREARS,50.0,
P0000880,C00154,002,Durham,2026-06-02,CURRENT,297.53,O0000460
P0000881,C00154,002,Durham,2026-07-26,CURRENT,179.31,O0000461
P0000882,C00154,002,Durham,2026-07-21,CURRENT,82.49,O0000461
P0000883,C00154,002,Durham,2026-08-06,CURRENT,128.48,O0000462
P0000884,C00154,002,Durham,2026-08-24,CURRENT,138.57,O0000462
P0000885,C00155,003,Orange,2026-06-22,CURRENT,373.61,O0000463
P0000886,C00155,003,Orange,2026-07-18,CURRENT,23.41,O0000464
P0000887,C00155,003,Orange,2026-07-17,CURRENT,31.22,O0000464
P0000888,C00155,003,Orange,2026-07-07,CURRENT,288.26,O0000464
P0000889,C00155,003,Orange,2026-08-08,CURRENT,322.46,O0000465
P0000890,C00156,004,Johnston,2026-06-13,CURRENT,504.89,O0000466
P0000891,C00156,004,Johnston,2026-06-10,ARREARS,75.0,
P0000892,C00156,004,Johnston,2026-07-25,CURRENT,374.29,O0000467
P0000893,C00156,004,Johnston,2026-07-04,CURRENT,201.1,O0000467
P0000894,C00156,004,Johnston,2026-07-07,ARREARS,50.0,
P0000895,C00156,004,Johnston,2026-08-06,CURRENT,509.4,O0000468
P0000896,C00157,005,Chatham,2026-06-02,CURRENT,326.12,O0000469
P0000897,C00157,005,Chatham,2026-07-19,CURRENT,217.73,O0000470
P0000898,C00157,005,Chatham,2026-07-10,CURRENT,131.75,O0000470
P0000899,C00157,005,Chatham,2026-08-11,CURRENT,112.81,O0000471
P0000900,C00157,005,Chatham,2026-08-16,CURRENT,30.81,O0000471
P0000901,C00157,005,Chatham,2026-08-06,CURRENT,232.9,O0000471
P0000902,C00158,006,Alamance,2026-06-21,CURRENT,59.59,O0000472
P0000903,C00158,006,Alamance,2026-06-02,CURRENT,139.3,O0000472
P0000904,C00158,006,Alamance,2026-06-22,CURRENT,302.83,O0000472
P0000905,C00158,006,Alamance,2026-06-02,ARREARS,150.0,
P0000906,C00158,006,Alamance,2026-07-15,CURRENT,441.81,O0000473
P0000907,C00158,006,Alamance,2026-08-09,CURRENT,244.56,O0000474
P0000908,C00158,006,Alamance,2026-08-08,CURRENT,43.24,O0000474
P0000909,C00158,006,Alamance,2026-08-08,CURRENT,194.15,O0000474
P0000910,C00159,007,Cumberland,2026-06-19,CURRENT,63.51,O0000475
P0000911,C00159,007,Cumberland,2026-06-24,CURRENT,159.94,O0000475
P0000912,C00159,007,Cumberland,2026-06-27,CURRENT,41.99,O0000475
P0000913,C00159,007,Cumberland,2026-07-16,CURRENT,299.93,O0000476
P0000914,C00159,007,Cumberland,2026-08-03,CURRENT,298.25,O0000477
P0000915,C00159,007,Cumberland,2026-08-04,ARREARS,100.0,
P0000916,C00160,008,Guilford,2026-06-09,CURRENT,573.36,O0000478
P0000917,C00160,008,Guilford,2026-07-21,CURRENT,75.23,O0000479
P0000918,C00160,008,Guilford,2026-07-26,CURRENT,428.35,O0000479
P0000919,C00160,008,Guilford,2026-08-22,CURRENT,528.55,O0000480
P0000920,C00160,008,Guilford,2026-08-09,ARREARS,125.0,
P0000921,C00161,001,Wake,2026-06-07,CURRENT,84.01,O0000481
P0000922,C00161,001,Wake,2026-06-15,CURRENT,327.34,O0000481
P0000923,C00161,001,Wake,2026-06-10,CURRENT,116.38,O0000481
P0000924,C00161,001,Wake,2026-07-13,CURRENT,502.89,O0000482
P0000925,C00161,001,Wake,2026-08-25,CURRENT,220.5,O0000483
P0000926,C00161,001,Wake,2026-08-28,CURRENT,310.55,O0000483
P0000927,C00161,001,Wake,2026-08-01,CURRENT,39.88,O0000483
P0000928,C00162,002,Durham,2026-06-08,CURRENT,157.83,O0000484
P0000929,C00162,002,Durham,2026-06-03,CURRENT,173.22,O0000484
P0000930,C00162,002,Durham,2026-07-25,CURRENT,113.37,O0000485
P0000931,C00162,002,Durham,2026-07-08,CURRENT,228.62,O0000485
P0000932,C00162,002,Durham,2026-08-16,CURRENT,63.15,O0000486
P0000933,C00162,002,Durham,2026-08-02,CURRENT,270.76,O0000486
P0000934,C00163,003,Orange,2026-06-25,CURRENT,540.98,O0000487
P0000935,C00163,003,Orange,2026-07-03,CURRENT,585.02,O0000488
P0000936,C00163,003,Orange,2026-08-20,CURRENT,302.49,O0000489
P0000937,C00163,003,Orange,2026-08-06,CURRENT,96.99,O0000489
P0000938,C00163,003,Orange,2026-08-08,CURRENT,174.48,O0000489
P0000939,C00164,004,Johnston,2026-06-06,CURRENT,475.21,O0000490
P0000940,C00164,004,Johnston,2026-07-27,CURRENT,85.79,O0000491
P0000941,C00164,004,Johnston,2026-07-26,CURRENT,128.91,O0000491
P0000942,C00164,004,Johnston,2026-07-18,CURRENT,278.93,O0000491
P0000943,C00164,004,Johnston,2026-08-23,CURRENT,116.8,O0000492
P0000944,C00164,004,Johnston,2026-08-08,CURRENT,358.89,O0000492
P0000945,C00164,004,Johnston,2026-08-25,CURRENT,26.64,O0000492
P0000946,C00165,005,Chatham,2026-06-14,CURRENT,36.83,O0000493
P0000947,C00165,005,Chatham,2026-06-09,CURRENT,304.11,O0000493
P0000948,C00165,005,Chatham,2026-07-03,CURRENT,160.56,O0000494
P0000949,C00165,005,Chatham,2026-07-11,CURRENT,202.55,O0000494
P0000950,C00165,005,Chatham,2026-07-14,ARREARS,75.0,
P0000951,C00165,005,Chatham,2026-08-25,CURRENT,352.96,O0000495
P0000952,C00165,005,Chatham,2026-08-19,CURRENT,13.04,O0000495
P0000953,C00165,005,Chatham,2026-08-08,ARREARS,50.0,
P0000954,C00166,006,Alamance,2026-06-03,CURRENT,145.88,O0000496
P0000955,C00166,006,Alamance,2026-06-08,CURRENT,261.25,O0000496
P0000956,C00166,006,Alamance,2026-07-21,CURRENT,469.8,O0000497
P0000957,C00166,006,Alamance,2026-08-05,CURRENT,372.85,O0000498
P0000958,C00166,006,Alamance,2026-08-02,CURRENT,52.54,O0000498
P0000959,C00167,007,Cumberland,2026-06-11,CURRENT,479.31,O0000499
P0000960,C00167,007,Cumberland,2026-07-26,CURRENT,47.95,O0000500
P0000961,C00167,007,Cumberland,2026-07-12,CURRENT,7.51,O0000500
P0000962,C00167,007,Cumberland,2026-07-24,CURRENT,490.55,O0000500
P0000963,C00167,007,Cumberland,2026-08-11,CURRENT,243.99,O0000501
P0000964,C00167,007,Cumberland,2026-08-11,CURRENT,247.34,O0000501
P0000965,C00168,008,Guilford,2026-06-02,CURRENT,53.35,O0000502
P0000966,C00168,008,Guilford,2026-06-04,CURRENT,537.88,O0000502
P0000967,C00168,008,Guilford,2026-07-11,CURRENT,575.36,O0000503
P0000968,C00168,008,Guilford,2026-08-03,CURRENT,443.1,O0000504
P0000969,C00168,008,Guilford,2026-08-12,CURRENT,132.95,O0000504
P0000970,C00168,008,Guilford,2026-08-01,CURRENT,40.01,O0000504
P0000971,C00169,001,Wake,2026-06-13,CURRENT,491.58,O0000505
P0000972,C00169,001,Wake,2026-07-17,CURRENT,105.55,O0000506
P0000973,C00169,001,Wake,2026-07-26,CURRENT,352.33,O0000506
P0000974,C00169,001,Wake,2026-07-13,CURRENT,95.29,O0000506
P0000975,C00169,001,Wake,2026-08-15,CURRENT,83.46,O0000507
P0000976,C00169,001,Wake,2026-08-18,CURRENT,380.97,O0000507
P0000977,C00169,001,Wake,2026-08-20,ARREARS,150.0,
P0000978,C00170,002,Durham,2026-06-26,CURRENT,408.62,O0000508
P0000979,C00170,002,Durham,2026-07-02,CURRENT,446.5,O0000509
P0000980,C00170,002,Durham,2026-08-20,CURRENT,26.06,O0000510
P0000981,C00170,002,Durham,2026-08-20,CURRENT,82.69,O0000510
P0000982,C00170,002,Durham,2026-08-08,CURRENT,334.97,O0000510
P0000983,C00171,003,Orange,2026-06-17,CURRENT,321.0,O0000511
P0000984,C00171,003,Orange,2026-07-26,CURRENT,336.01,O0000512
P0000985,C00171,003,Orange,2026-08-18,CURRENT,267.77,O0000513
P0000986,C00171,003,Orange,2026-08-11,CURRENT,98.43,O0000513
P0000987,C00172,004,Johnston,2026-06-13,CURRENT,525.47,O0000514
P0000988,C00172,004,Johnston,2026-06-28,CURRENT,27.05,O0000514
P0000989,C00172,004,Johnston,2026-06-12,CURRENT,123.33,O0000514
P0000990,C00172,004,Johnston,2026-07-07,CURRENT,621.41,O0000515
P0000991,C00172,004,Johnston,2026-08-14,CURRENT,678.41,O0000516
P0000992,C00173,005,Chatham,2026-06-25,CURRENT,114.4,O0000517
P0000993,C00173,005,Chatham,2026-06-01,CURRENT,129.07,O0000517
P0000994,C00173,005,Chatham,2026-07-24,CURRENT,254.34,O0000518
P0000995,C00173,005,Chatham,2026-07-24,ARREARS,50.0,
P0000996,C00173,005,Chatham,2026-08-04,CURRENT,74.62,O0000519
P0000997,C00173,005,Chatham,2026-08-27,CURRENT,123.43,O0000519
P0000998,C00173,005,Chatham,2026-08-03,CURRENT,40.04,O0000519
P0000999,C00174,006,Alamance,2026-06-26,CURRENT,5.66,O0000520
P0001000,C00174,006,Alamance,2026-06-17,CURRENT,310.58,O0000520
P0001001,C00174,006,Alamance,2026-06-28,CURRENT,141.6,O0000520
P0001002,C00174,006,Alamance,2026-06-15,ARREARS,75.0,
P0001003,C00174,006,Alamance,2026-07-26,CURRENT,496.7,O0000521
P0001004,C00174,006,Alamance,2026-08-22,CURRENT,128.04,O0000522
P0001005,C00174,006,Alamance,2026-08-25,CURRENT,384.95,O0000522
P0001006,C00175,007,Cumberland,2026-06-05,CURRENT,472.28,O0000523
P0001007,C00175,007,Cumberland,2026-07-19,CURRENT,478.16,O0000524
P0001008,C00175,007,Cumberland,2026-07-07,ARREARS,50.0,
P0001009,C00175,007,Cumberland,2026-08-23,CURRENT,154.37,O0000525
P0001010,C00175,007,Cumberland,2026-08-21,CURRENT,336.09,O0000525
P0001011,C00176,008,Guilford,2026-06-09,CURRENT,64.87,O0000526
P0001012,C00176,008,Guilford,2026-06-27,CURRENT,422.97,O0000526
P0001013,C00176,008,Guilford,2026-06-11,CURRENT,35.06,O0000526
P0001014,C00176,008,Guilford,2026-06-17,ARREARS,125.0,
P0001015,C00176,008,Guilford,2026-07-14,CURRENT,498.5,O0000527
P0001016,C00176,008,Guilford,2026-08-06,CURRENT,173.63,O0000528
P0001017,C00176,008,Guilford,2026-08-27,CURRENT,242.39,O0000528
P0001018,C00176,008,Guilford,2026-08-02,CURRENT,128.5,O0000528
P0001019,C00176,008,Guilford,2026-08-20,ARREARS,150.0,
P0001020,C00177,001,Wake,2026-06-03,CURRENT,406.48,O0000529
P0001021,C00177,001,Wake,2026-07-17,CURRENT,411.39,O0000530
P0001022,C00177,001,Wake,2026-08-07,CURRENT,423.57,O0000531
P0001023,C00178,002,Durham,2026-06-06,CURRENT,324.62,O0000532
P0001024,C00178,002,Durham,2026-06-23,CURRENT,64.69,O0000532
P0001025,C00178,002,Durham,2026-07-03,CURRENT,387.34,O0000533
P0001026,C00178,002,Durham,2026-08-13,CURRENT,43.77,O0000534
P0001027,C00178,002,Durham,2026-08-16,CURRENT,213.92,O0000534
P0001028,C00178,002,Durham,2026-08-10,CURRENT,82.95,O0000534
P0001029,C00179,003,Orange,2026-06-25,CURRENT,500.89,O0000535
P0001030,C00179,003,Orange,2026-07-09,CURRENT,354.9,O0000536
P0001031,C00179,003,Orange,2026-07-26,CURRENT,75.4,O0000536
P0001032,C00179,003,Orange,2026-07-20,CURRENT,106.56,O0000536
P0001033,C00179,003,Orange,2026-08-10,CURRENT,182.37,O0000537
P0001034,C00179,003,Orange,2026-08-23,CURRENT,418.66,O0000537
P0001035,C00179,003,Orange,2026-08-20,ARREARS,150.0,
P0001036,C00180,004,Johnston,2026-06-25,CURRENT,34.98,O0000538
P0001037,C00180,004,Johnston,2026-06-09,CURRENT,288.34,O0000538
P0001038,C00180,004,Johnston,2026-07-06,CURRENT,301.57,O0000539
P0001039,C00180,004,Johnston,2026-08-07,CURRENT,318.92,O0000540
P0001040,C00181,005,Chatham,2026-06-27,CURRENT,81.02,O0000541
P0001041,C00181,005,Chatham,2026-06-16,CURRENT,9.24,O0000541
P0001042,C00181,005,Chatham,2026-06-15,CURRENT,217.78,O0000541
P0001043,C00181,005,Chatham,2026-07-08,CURRENT,322.84,O0000542
P0001044,C00181,005,Chatham,2026-08-09,CURRENT,292.64,O0000543
P0001045,C00182,006,Alamance,2026-06-27,CURRENT,164.96,O0000544
P0001046,C00182,006,Alamance,2026-06-28,CURRENT,369.72,O0000544
P0001047,C00182,006,Alamance,2026-06-24,ARREARS,125.0,
P0001048,C00182,006,Alamance,2026-07-07,CURRENT,603.26,O0000545
P0001049,C00182,006,Alamance,2026-08-20,CURRENT,30.5,O0000546
P0001050,C00182,006,Alamance,2026-08-03,CURRENT,279.54,O0000546
P0001051,C00182,006,Alamance,2026-08-10,CURRENT,222.96,O0000546
P0001052,C00183,007,Cumberland,2026-06-23,CURRENT,473.09,O0000547
P0001053,C00183,007,Cumberland,2026-07-26,CURRENT,79.52,O0000548
P0001054,C00183,007,Cumberland,2026-07-06,CURRENT,427.22,O0000548
P0001055,C00183,007,Cumberland,2026-08-13,CURRENT,437.38,O0000549
P0001056,C00183,007,Cumberland,2026-08-04,CURRENT,71.69,O0000549
P0001057,C00184,008,Guilford,2026-06-01,CURRENT,167.91,O0000550
P0001058,C00184,008,Guilford,2026-06-01,CURRENT,141.16,O0000550
P0001059,C00184,008,Guilford,2026-07-21,CURRENT,78.76,O0000551
P0001060,C00184,008,Guilford,2026-07-01,CURRENT,34.24,O0000551
P0001061,C00184,008,Guilford,2026-07-15,CURRENT,218.64,O0000551
P0001062,C00184,008,Guilford,2026-08-14,CURRENT,159.02,O0000552
P0001063,C00184,008,Guilford,2026-08-10,CURRENT,202.96,O0000552
P0001064,C00185,001,Wake,2026-06-27,CURRENT,86.91,O0000553
P0001065,C00185,001,Wake,2026-06-03,CURRENT,267.52,O0000553
P0001066,C00185,001,Wake,2026-07-24,CURRENT,227.83,O0000554
P0001067,C00185,001,Wake,2026-07-11,CURRENT,74.62,O0000554
P0001068,C00185,001,Wake,2026-07-15,CURRENT,105.03,O0000554
P0001069,C00185,001,Wake,2026-07-08,ARREARS,75.0,
P0001070,C00185,001,Wake,2026-08-05,CURRENT,413.29,O0000555
P0001071,C00186,002,Durham,2026-06-09,CURRENT,11.28,O0000556
P0001072,C00186,002,Durham,2026-06-13,CURRENT,128.15,O0000556
P0001073,C00186,002,Durham,2026-06-11,CURRENT,178.48,O0000556
P0001074,C00186,002,Durham,2026-07-12,CURRENT,64.1,O0000557
P0001075,C00186,002,Durham,2026-07-21,CURRENT,281.43,O0000557
P0001076,C00186,002,Durham,2026-08-05,CURRENT,278.13,O0000558
P0001077,C00186,002,Durham,2026-08-05,CURRENT,41.17,O0000558
P0001078,C00187,003,Orange,2026-06-14,CURRENT,390.97,O0000559
P0001079,C00187,003,Orange,2026-07-03,CURRENT,164.12,O0000560
P0001080,C00187,003,Orange,2026-07-07,CURRENT,210.56,O0000560
P0001081,C00187,003,Orange,2026-08-20,CURRENT,362.52,O0000561
P0001082,C00188,004,Johnston,2026-06-20,CURRENT,286.21,O0000562
P0001083,C00188,004,Johnston,2026-06-08,CURRENT,336.27,O0000562
P0001084,C00188,004,Johnston,2026-07-09,CURRENT,282.28,O0000563
P0001085,C00188,004,Johnston,2026-07-11,CURRENT,218.93,O0000563
P0001086,C00188,004,Johnston,2026-07-23,CURRENT,210.75,O0000563
P0001087,C00188,004,Johnston,2026-08-17,CURRENT,540.27,O0000564
P0001088,C00188,004,Johnston,2026-08-11,CURRENT,9.01,O0000564
P0001089,C00188,004,Johnston,2026-08-07,CURRENT,68.33,O0000564
P0001090,C00189,005,Chatham,2026-06-11,CURRENT,219.58,O0000565
P0001091,C00189,005,Chatham,2026-06-04,CURRENT,322.45,O0000565
P0001092,C00189,005,Chatham,2026-07-07,CURRENT,574.11,O0000566
P0001093,C00189,005,Chatham,2026-08-17,CURRENT,4.68,O0000567
P0001094,C00189,005,Chatham,2026-08-10,CURRENT,591.51,O0000567
P0001095,C00190,006,Alamance,2026-06-08,CURRENT,554.62,O0000568
P0001096,C00190,006,Alamance,2026-07-04,CURRENT,90.74,O0000569
P0001097,C00190,006,Alamance,2026-07-27,CURRENT,494.6,O0000569
P0001098,C00190,006,Alamance,2026-08-01,CURRENT,437.44,O0000570
P0001099,C00190,006,Alamance,2026-08-12,CURRENT,224.23,O0000570
P0001100,C00191,007,Cumberland,2026-06-14,CURRENT,455.11,O0000571
P0001101,C00191,007,Cumberland,2026-07-01,CURRENT,537.18,O0000572
P0001102,C00191,007,Cumberland,2026-08-22,CURRENT,522.76,O0000573
P0001103,C00192,008,Guilford,2026-06-22,CURRENT,312.34,O0000574
P0001104,C00192,008,Guilford,2026-06-06,CURRENT,66.33,O0000574
P0001105,C00192,008,Guilford,2026-06-12,CURRENT,129.18,O0000574
P0001106,C00192,008,Guilford,2026-07-25,CURRENT,78.95,O0000575
P0001107,C00192,008,Guilford,2026-07-23,CURRENT,193.73,O0000575
P0001108,C00192,008,Guilford,2026-07-05,CURRENT,314.42,O0000575
P0001109,C00192,008,Guilford,2026-08-12,CURRENT,590.26,O0000576
P0001110,C00193,001,Wake,2026-06-28,CURRENT,338.1,O0000577
P0001111,C00193,001,Wake,2026-06-19,CURRENT,332.17,O0000577
P0001112,C00193,001,Wake,2026-07-12,CURRENT,583.27,O0000578
P0001113,C00193,001,Wake,2026-08-19,CURRENT,26.42,O0000579
P0001114,C00193,001,Wake,2026-08-27,CURRENT,588.01,O0000579
P0001115,C00194,002,Durham,2026-06-12,CURRENT,345.72,O0000580
P0001116,C00194,002,Durham,2026-06-25,CURRENT,25.6,O0000580
P0001117,C00194,002,Durham,2026-07-12,CURRENT,256.79,O0000581
P0001118,C00194,002,Durham,2026-07-23,CURRENT,98.8,O0000581
P0001119,C00194,002,Durham,2026-08-04,CURRENT,343.16,O0000582
P0001120,C00194,002,Durham,2026-08-14,ARREARS,100.0,
P0001121,C00195,003,Orange,2026-06-10,CURRENT,578.99,O0000583
P0001122,C00195,003,Orange,2026-07-14,CURRENT,169.27,O0000584
P0001123,C00195,003,Orange,2026-07-09,CURRENT,364.77,O0000584
P0001124,C00195,003,Orange,2026-08-28,CURRENT,289.76,O0000585
